Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
4125,orig_lobbyregister_2022-02-23_#R001080,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001080,2022-02-23,,Tallano Technologie SAS,Tallano Technologie SAS,norm_lobbyregister_eintrag_2022-09-19_#0021468,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Unternehmen,1.0,10000.0,01/21,12/21,1,10,"Wolfram Schwab ,Rolf-Stefan  Scheible",,,,,,,
4126,orig_lobbyregister_2022-06-30_#R001079,lobbyregister_lobbyist,lobbyregister,2022-06-30,R001079,2022-02-23,,Verband des Kraftfahrzeuggewerbes Baden-Württemberg e.V.,Verband des Kraftfahrzeuggewerbes Baden-Württemberg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023144,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,120001.0,130000.0,01/21,12/21,1,10,"Carsten Beuß,Julia Beuß-Cabanis,Daniel Rösch,Roland Blind,Bernd Schalud,Alexander Gurski",,3992.0,2022-01-01,"Zentralverband Deutsches Kraftfahrzeuggewerbe e. V.,Zentralverband des Tankstellengewerbes e.V.,Baden-Württembergischer Handwerkstag e.V.,Unternehmer Baden-Württemberg e. V.,Allgemeine Deutsche Automobil-Club e. V.",5.0,,
4127,orig_lobbyregister_2022-02-23_#R001078,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001078,2022-02-23,,Hans Bernhard Beus,Hans Bernhard Beus,norm_lobbyregister_eintrag_2022-09-19_#0013024,,"Anwaltskanzlei, Einzelanwältin oder Einzelanwalt",1.0,10000.0,01/21,12/21,0,0,,,,,,,EUTOP Europe GmbH,1.0
4128,orig_lobbyregister_2022-07-06_#R001077,lobbyregister_lobbyist,lobbyregister,2022-07-06,R001077,2022-02-23,2022-07-06,LÖWEN ENTERTAINMENT GmbH,LÖWEN ENTERTAINMENT GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016925,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,140001.0,150000.0,01/21,12/21,1,10,"Daniel Henzgen,Sebastian Foethke",,,,"Bundesverband Automatenunternehmer e.V.,Deutscher Automaten-Großhandels-Verband e.V.,FORUM der Automatenunternehmer e.V.,Verband der Deutschen Automatenindustrie e.V.,Deutscher Automatenverband e.V.,Automaten-Verband Saar e.V.,Automaten-Verband Baden-Württemberg e.V.,Automatenverband Niedersachsen e.V.,Automaten-Verband Rheinland-Pfalz e.V.,Bayerischer Automaten-Verband e.V.,Nordwestdeutscher Automatenverband e.V.,Hessischer Münzautomaten-Verband e.V.,Verband der Automatenkaufleute Berlin und Ostdeutschland e.V.,Hamburger Automaten-Verband e.V.,BVMW - Bundesverband mittelständische Wirtschaft, Unternehmerverband Deutschlands e.V.,Wirtschaftsrat der CDU e.V.,Institut der Norddeutschen Wirtschaft e.V.,Wirtschaftsforum der SPD e.V.,Deutscher Online-Casinoverband e.V.,Deutscher Sportwettenverband e.V.,European Gaming and Amusement Federation (EUROMAT)",22.0,,
4129,orig_lobbyregister_2022-09-07_#R001076,lobbyregister_lobbyist,lobbyregister,2022-09-07,R001076,2022-02-23,,Bundesverband Deutscher Apothekenkooperationen e.V. (BVDAK e.V.),Bundesverband Deutscher Apothekenkooperationen e.V. (BVDAK e.V.),norm_lobbyregister_eintrag_2022-09-19_#0004547,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001.0,30000.0,01/21,12/21,1,10,Sonja Hennemann,,56.0,2022-09-07,Health Care Bayern e.V.,1.0,,
4130,orig_lobbyregister_2022-02-23_#R001075,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001075,2022-02-23,,"Toyota Motor Europe NV/SA, Berlin Office","Toyota Motor Europe NV/SA, Berlin Office",norm_lobbyregister_eintrag_2022-09-19_#0021837,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Unternehmen,,,,,1,10,,,,,"Clean Energy Partnership,H2 Mobility,DWV,Grüner Wirtschaftsdialog,Wirtschaftsforum der SPD,Wirtschaftsrat der CDU",6.0,,
4131,orig_lobbyregister_2022-02-23_#R001074,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001074,2022-02-23,,Wirtschaftsvereinigung Internationaler Pflanzenschutz e.V.,Wirtschaftsvereinigung Internationaler Pflanzenschutz e.V.,norm_lobbyregister_eintrag_2022-09-19_#0024769,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,30001.0,40000.0,01/21,12/21,1,10,,,4.0,2022-02-07,,,"AgroTrade Handelsgesellschaft mbH,Distrimex GmbH,Q-Chem NV,Plantan GmbH",4.0
4132,orig_lobbyregister_2022-09-16_#R001073,lobbyregister_lobbyist,lobbyregister,2022-09-16,R001073,2022-02-23,,Verband der Deutschen Holzwerkstoffindustrie e. V. - (VHI),Verband der Deutschen Holzwerkstoffindustrie e. V. - (VHI),norm_lobbyregister_eintrag_2022-09-19_#0022904,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,30001.0,40000.0,01/21,12/21,1,10,"Anemon Strohmeyer ,Christian  Kasche",,55.0,2022-09-16,"Bundesverband Bioenergie,Bundesverband der Deutschen Industrie,Charta für Holz 2.0,Deutsche Gesellschaft für Abfallwirtschaft,Deutscher Holz-Wirtschaftsrat,Deutsches Institut für Normung,European Pandel Federation,Gesamtverband Deutscher Holzhandel,Ifo Institut,Industrie-Förderung-Gesellschaft,Institut für Bauen und Umwelt,Interessengemeinschaft Leichtbau,Internationaler Verein für Technische Holzfragen,Trägerverein Institut für Holztechnologie Dresden,Verein zur Förderung der Normung im Bereich Holzwirtschaft und Möbel",15.0,,
4133,orig_lobbyregister_2022-02-23_#R001072,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001072,2022-02-23,,Flüchtlingsrat Mecklenburg-Vorpommern e.V.,Flüchtlingsrat Mecklenburg-Vorpommern e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010954,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",380001.0,390000.0,01/20,12/20,1,10,,,77.0,2021-12-31,Eine Welt Landesnetzwerk Mecklenburg-Vorpommern e.V.,1.0,,
4134,orig_lobbyregister_2022-06-24_#R001071,lobbyregister_lobbyist,lobbyregister,2022-06-24,R001071,2022-02-23,,Hoffnungszeichen | Sign of Hope e.V.,Hoffnungszeichen | Sign of Hope e.V.,norm_lobbyregister_eintrag_2022-09-19_#0013416,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,10/20,09/21,1,10,Lisa Hilleke,,26.0,2022-02-17,"VENRO,Deutscher Spendenrat,Initiative Lieferkettengesetz,Stiftung für Grundwerte und Völkerverständigung,EU-CORD",5.0,,
4135,orig_lobbyregister_2022-02-23_#R001070,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001070,2022-02-23,,Asklepios Verwaltungs- und Management GmbH,Asklepios Verwaltungs- und Management GmbH,norm_lobbyregister_eintrag_2022-09-19_#0001748,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,1,10,,,,,,,,
4136,orig_lobbyregister_2022-02-23_#R001069,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001069,2022-02-23,,Verbraucherzentrale Hessen,Verbraucherzentrale Hessen,norm_lobbyregister_eintrag_2022-09-19_#0023482,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",10001.0,20000.0,01/21,12/21,11,20,"Michael Dettelbacher,Peter Lassek,Andrea Schauff,Daniela Hubloher,Katharina Lawrence",,21.0,2022-02-09,"Verbraucherzentrale Bundesverband e.V.,Bundesarbeitsgemeinschaft Schuldnerberatung e. V",2.0,,
4137,orig_lobbyregister_2022-03-24_#R001068,lobbyregister_lobbyist,lobbyregister,2022-03-24,R001068,2022-02-23,,KLUG - Deutsche Allianz Klimawandel und Gesundheit,KLUG - Deutsche Allianz Klimawandel und Gesundheit,norm_lobbyregister_eintrag_2022-09-19_#0015615,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,01/21,12/21,1,10,"Christian Schulz,Maike Voss,Sonja Schmalen,Sophie Gepp,Dorothea Baltruks,Kathy Wabnitz",,451.0,2022-02-20,"Klima-Allianz Deutschland,The Global Climate and Health Alliance,Planetary Health Alliance",3.0,,
4138,orig_lobbyregister_2022-09-05_#R001067,lobbyregister_lobbyist,lobbyregister,2022-09-05,R001067,2022-02-23,2022-09-05,Flughafen München GmbH,Flughafen München GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010962,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,240001.0,250000.0,01/21,12/21,1,10,Roland Beck,,,,"Arbeitsgemeinschaft der Deutschen Verkehrsflughäfen,Deutsches Verkehrsforum,Deutscher ReiseVerband,Airports Council International,Vereinigung der Bayerischen Wirtschaft",5.0,,
4139,orig_lobbyregister_2022-07-01_#R001066,lobbyregister_lobbyist,lobbyregister,2022-07-01,R001066,2022-02-23,,MSD Sharp & Dohme GmbH,MSD Sharp & Dohme GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017640,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,490001.0,500000.0,01/21,12/21,11,20,"Kirsten Hoyer,Clemens Kuhne,Jens Machemehl,Stefan Rabe,Frank Treu,Lena Verbeek,Daniel Fischer",,,,"Aktionsbündnis Patientensicherheit e.V. (APS),American Chamber of Commerce in Germany e.V.,Bitkom e.V.,Bundesverband Managed Care e.V.,Das deutsche Netzwerk gegen vernachlässigte Tropenkrankheiten (DNTDs) e. V.,Freiwillige Selbstkontrolle für die Arzneimittelindustrie e.V.,GVG Gesellschaft für Versicherungswissenschaft und -gestaltung e.V.,LAWG Deutschland e.V.,Metaforum e.V.,Verband der Chemischen Industrie e.V.,Verband Forschender Arzneimittelhersteller e.V.,Wirtschaftsrat der CDU e.V.,Wirtschaftsbeirat der Union e. V.,HIV Kooperation,Pharmainitiative Bayern,BAG Selbsthilfe e.V.,BAGSO e.V. (Service GmbH)",17.0,,
4140,orig_lobbyregister_2022-02-25_#R001065,lobbyregister_lobbyist,lobbyregister,2022-02-25,R001065,2022-02-23,,Jena-Optronik GmbH,Jena-Optronik GmbH,norm_lobbyregister_eintrag_2022-09-19_#0014934,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,40001.0,50000.0,01/21,12/21,1,10,,,,,"Bundesverband der Deutschen Luft- und Raumfahrtindustrie e.V.,Kompetenzzentrum Luft- und Raumfahrttechnik Sachsen/Thüringen e.V.,Verband der Metall- und Elektro-Industrie in Thüringen e.V.,UKW-Gruppenunterstützungskasse für mittelständige Unternehmen e.V.,Gesellschaft der Freunde und Förderer der Friedrich-Schiller-Universität Jena e.V.",5.0,,
4141,orig_lobbyregister_2022-02-23_#R001064,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001064,2022-02-23,,UVP-Gesellschaft e.V. (Gesellschaft für die Prüfung der Umweltverträglichkeit),UVP-Gesellschaft e.V. (Gesellschaft für die Prüfung der Umweltverträglichkeit),norm_lobbyregister_eintrag_2022-09-19_#0022464,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",80001.0,90000.0,01/20,12/20,1,10,,,373.0,2022-02-11,"DNR - Deutscher Naturschutzring,IAIA - International Association for Impact Assessment,EEB - European Environmental Bureau",3.0,,
4142,orig_lobbyregister_2022-06-29_#R001063,lobbyregister_lobbyist,lobbyregister,2022-06-29,R001063,2022-02-23,2022-06-29,Germanwatch,Germanwatch,norm_lobbyregister_eintrag_2022-09-19_#0012189,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",80001.0,90000.0,01/21,12/21,21,30,"Stefan Rostock,Oldag Caspar,Kai Bergmann,Anne Gläser,Jacob Rohm,Lutz Weischer,David Ryfisch,Rixa Schwarz,Alexandra Goritz,Laura Schäfer,Christoph Bals,Cornelia Heydenreich,Johanna Kusch,Johanna Sydow,Konstantinos Tsilimekis,Tobias Reichert,Christoph Hoffmann",,838.0,2021-07-22,"Agrarbündnis,Attac,Allianz Rechtssicherheit,Berliner Entwicklungs- politischer Ratschlag e.V.,CorA,DNR e.V.,erlassjahr.de,Forum für Menschenrechte,Klima-Allianz Deutschland,VENRO,Transport&Environment",11.0,,
4143,orig_lobbyregister_2022-02-23_#R001062,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001062,2022-02-23,,Verein zur Bekämpfung unlauteren Wettbewerbs in der Nahrungsmittel- und Gastronomiebranche e.V.,Verein zur Bekämpfung unlauteren Wettbewerbs in der Nahrungsmittel- und Gastronomiebranche e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023776,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,01/21,12/21,1,10,,,91.0,2022-01-14,,,,
4144,orig_lobbyregister_2022-03-10_#R001061,lobbyregister_lobbyist,lobbyregister,2022-03-10,R001061,2022-02-23,,ICA Traffic,ICA Traffic,norm_lobbyregister_eintrag_2022-09-19_#0013607,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,71,80,,,,,,,,
4145,orig_lobbyregister_2022-02-23_#R001060,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001060,2022-02-23,,Dow Deutschland Anlagengesellschaft mbH,Dow Deutschland Anlagengesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0008739,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,490001.0,500000.0,01/20,12/20,1,10,"Birgit  Ortlieb,Valentina Beatovic-Dobmann",,,,"VCI Verband der Chemischen Industrie e.V.,American Chamber of Commerce Deutschland,Wirtschaftsrat der CDU e.V.,If.E Innovationsforum Energiewende e.V.,VHU Vereinigung der hessischen Unternehmerverbände e. V.,Plastics Europe Deutschland,RIGK GmbH,Deutsche Bauchemie e.V.,Tegewa e.V.,VILF Verband der Ingenieure des Lack- und Farbenfaches,IVK Industrieverband Klebstoffe e.V.,DIN e. V.,Bundesverband der Energie-Abnehmer e. V. (VEA),VIK Verband der Industriellen Energie- und Kraftwirtschaft e. V.,Forum für Zukunftsenergien e. V.,BVEG Bundesverband Erdgas, Erdöl und Geoenergie e. V.,UVN Unternehmerverbände Niedersachsen e.V.,FAMI-QS Feed and Food Services S. R. L.,ChemCoast e. V.,NAMUR Interessengemeinschaft Automatisierungstechnik der Prozessindustrie e.V.,Gesellschaft für Datenschutz und Datensicherheit (GDD) e. V.,DIRV - Deutscher Industrie Reinigungsverband,ANA,GVT, Forschungs-Gesellschaft Verfahrens-Technik e. V.,Wedeler Hochschulbund e. V.,Arbeitsgemeinschaft Industriebau e. V. (AGI),BVL Bundesvereinigung Logistik e. V.,Gesellschaft Deutscher Chemiker (GdCH),WPCD Wirtschaftspolitischer Club Deutschland e.V.,Kreisfeuerwehrverband Stade e. V.,DGZfP - Deutsche Gesellschaft für zerstörungsfreie Prüfung,Chlorine Institute,Chemie Wirtschaftsfoerderungs-Gesellschaft mbH,Club International,FASA e.V.,VDBW Verband Deutscher Betriebs- und Werksärzte e.V.,DGZfP - Deutsche Gesellschaft für Zerstörungsfreie Prüfung e.V.,GfKorr Gesellschaft für Korrosionsschutz,Überwachungsgemeinschaft Chemie e.V.,Water Europe: ‘Vision Leadership Team on Water-Smart Industries,VDV | Verband Deutscher Verkehrsunternehmen,KSV Ausgleichsvereinigung Chemie e.V.,FSK Fachverband Schaumkunststoffe und Polyurethane,Collegium (persönliche Mitgliedschaft)",46.0,,
4146,orig_lobbyregister_2022-02-23_#R001059,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001059,2022-02-23,,Dow Olefinverbund GmbH,Dow Olefinverbund GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008741,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,490001.0,500000.0,01/20,12/20,1,10,"Birgit  Ortlieb,Valentina Beatovic-Dobmann,Katja Wodjereck",,,,"VCI Verband der Chemischen Industrie e.V.,American Chamber of Commerce Deutschland,Wirtschaftsrat der CDU e.V.,If.E Innovationsforum Energiewende e.V.,VHU Vereinigung der hessischen Unternehmerverbände e. V,Plastics Europe Deutschland,Deutsche Bauchemie e.V.,Tegewa e.V,RIGK GmbH,VILF Verband der Ingenieure des Lack- und Farbenfaches,IVK Industrieverband Klebstoffe e.V.,DIN e. V,Bundesverband der Energie-Abnehmer e. V. (VEA),VIK Verband der Industriellen Energie- und Kraftwirtschaft e. V.,Forum für Zukunftsenergien e. V.,BVEG Bundesverband Erdgas, Erdöl und Geoenergie e. V.,FAMI-QS Feed and Food Services S. R. L.,NAMUR Interessengemeinschaft Automatisierungstechnik der Prozessindustrie e.V.,Gesellschaft für Datenschutz und Datensicherheit (GDD) e. V.,DIRV - Deutscher Industrie Reinigungsverband,ANA,GVT, Forschungs-Gesellschaft Verfahrens-Technik e. V.,Arbeitsgemeinschaft Industriebau e. V. (AGI),BVL Bundesvereinigung Logistik e. V.,Gesellschaft Deutscher Chemiker (GdCH),WPCD Wirtschaftspolitischer Club Deutschland e.V.,DGZfP - Deutsche Gesellschaft für Zerstörungsfreie Prüfung e.V.,Chemie Wirtschaftsförderungs-Gesellschaft mbH,Chlorine Institute,VDBW Verband Deutscher Betriebs- und Werksärzte e.V,FASA e.V.,Club International,Initiative „Chemie im Dialog“,GfKorr Gesellschaft für Korrosionsschutz,Überwachungsgemeinschaft Chemie e.V.,Water Europe: ‘Vision Leadership Team on Water-Smart Industries,FSK Fachverband Schaumkunststoffe und Polyurethane,KSV Ausgleichsvereinigung Chemie e.V.,VDV | Verband Deutscher Verkehrsunternehmen,Metropolregion Mitteldeutschland,SCI e. V. | Hoschschule Merseburg,Netzwerk Kohlenstoffkreislaufwirtschaft | NK2 der TU Freiberg,Anwendergemeinschaft Smart Meter Rollout unter Federführung der Mitnetz,HYPOS e.V.,BCW global consultancy,Collegium",48.0,,
4147,orig_lobbyregister_2022-02-23_#R001058,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001058,2022-02-23,,EWE AG,EWE AG,norm_a_watch_organisation_2022-09-19_#0010510,Aktiengesellschaft (AG),Unternehmen,480001.0,490000.0,01/21,12/21,11,20,"Christian Blömer,Nikolaus Pleister,Aiko Holstein,Oliver Ruch",,,,"Bundesverband der Energie- und Wasserwirtschaft e.V.,Verband kommunaler Unternehmen e.V.,Weltenergierat Deutschland e.V.,Wirtschaftsrat der CDU e.V.,Grüner Wirtschaftsdialog e.V.,Hydrogen Europe,The European Forum for Renewable Energy Sources,Bundesverband Digitale Wirtschaft e.V.,Gesellschaft für Datenschutz und Datensicherheit e.V.,Berufsverband der Compliance Manager e.V.,Bundesverband Credit Management e.V.,Bundesverband der Unternehmensjuristen e.V.,Bundesverband Materialwirtschaft, Einkauf und Logistik e.V.,Risk Management & Rating Association e.V.,Deutsche Gesellschaft für Personalführung e.V.,Allianz der Chancen,Deutsches Institut für Interne Revision e.V.,Arbeitsgemeinschaft für betriebliche Altersversorgung e.V.,Institut der Norddeutschen Wirtschaft e.V.,Deutsch-Niederländische Handelskammer",21.0,,
4148,orig_lobbyregister_2022-03-11_#R001057,lobbyregister_lobbyist,lobbyregister,2022-03-11,R001057,2022-02-23,,Bayerischer Apothekerverband e.V.,Bayerischer Apothekerverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002389,Eingetragener Verein (e. V.),Berufsverband,140001.0,150000.0,01/21,12/21,1,10,"Thomas Metz,Alexandra Schmidt,Wolfgang Schneider",,2567.0,2021-12-31,"ABDA - Bundesvereinigung Deutscher Apothekerverbände e.V.,ADA - Arbeitgeberverband Deutscher Apothekeninhaber e.V.",2.0,,
4149,orig_lobbyregister_2022-09-07_#R001056,lobbyregister_lobbyist,lobbyregister,2022-09-07,R001056,2022-02-23,,Help-Hilfe zur Selbsthilfe e.V.,Help-Hilfe zur Selbsthilfe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0013217,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",40001.0,50000.0,01/21,12/21,1,10,"Bianca Kaltschmitt,Sabine Preker,Kayu Bertolt Orellana Mardones",,22.0,2022-09-07,"VENRO,Initiative Transparente Zivilgesellschaft",2.0,,
4150,orig_lobbyregister_2022-02-23_#R001055,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001055,2022-02-23,,European Commodity Clearing AG,European Commodity Clearing AG,norm_lobbyregister_eintrag_2022-09-19_#0010100,Aktiengesellschaft (AG),Unternehmen,210001.0,220000.0,01/20,12/20,1,10,"Daniel Wragge,Miriam Brandes,Stefan Kowanda,Robert Gersdorf",,,,European Association of CCP Clearing Houses (EACH),1.0,,
4151,orig_lobbyregister_2022-06-29_#R001054,lobbyregister_lobbyist,lobbyregister,2022-06-29,R001054,2022-02-23,,BDG - Bundesverband der Deutschen Gießerei-Industrie e. V.,BDG - Bundesverband der Deutschen Gießerei-Industrie e. V.,norm_lobbyregister_eintrag_2022-09-19_#0002568,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,530001.0,540000.0,01/21,12/21,1,10,"Max Schumacher,Christian Schimansky,Elke Radtke,Thomas Krüger,Heiko Lickfett,Fynn-Willem Lohe",,467.0,2022-02-10,"Bundesverband der Deutschen Industrie e.V. (BDI),Wirtschaftsvereinigung Metalle (WV Metalle),Deutscher Verband für Schweißen und verwandte Verfahren e.V.,Bundesverband mineralische Rohstoffe (MIRO),Arbeitsgemeinschaft Zulieferindustrie (ArGeZ),Bündnis faire Energiewende (BfE)",6.0,,
4152,orig_lobbyregister_2022-07-01_#R001053,lobbyregister_lobbyist,lobbyregister,2022-07-01,R001053,2022-02-23,,European Energy Exchange AG,European Energy Exchange AG,norm_lobbyregister_eintrag_2022-09-19_#0010132,Aktiengesellschaft (AG),Unternehmen,350001.0,360000.0,01/21,12/21,1,10,"Daniel Wragge,Robert Gersdorf,Stefan Kowanda,Miriam Brandes,Sirko Beidatsch,Sascha Siegel",,,,"Bundesverband der Energie- und Wasserwirtschaft e.V. (BDEW),EFET Deutschland - Verband Deutscher Gas- und Stromhändler e.V.,Institut für Energie- und Regulierungsrecht Berlin e.V. (enreg),Forschungsgesellschaft Energie an der RWTH Aachen e.V. (FGE),Forum für Zukunftsenergien e.V.,Marktoffensive Erneuerbare Energien,Metropolregion Mitteldeutschland e.V.,Verband Kommunaler Unternehmen e.V. (VKU),Weltenergierat Deutschland e.V.,Association of Power Exchanges (APEX),Baltic Exchange,Bioenergy Europe,Commodity Markets Council Europe (CMCE),Eucolait,Europex - Association of European Energy Exchanges,Futures Industry Association (FIA),International Emissions Trading Association (IETA),Nederlandse Aardappel Organisatie (NAO),WindEurope",19.0,"European Commodity Clearing AG,European Commodity Clearing AG",2.0
4153,orig_lobbyregister_2022-02-23_#R001052,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001052,2022-02-23,,Österreichisch-Bayerische Kraftwerke AG,Österreichisch-Bayerische Kraftwerke AG,norm_lobbyregister_eintrag_2022-09-19_#0018541,Aktiengesellschaft (AG),Unternehmen,1.0,10000.0,01/21,12/21,1,10,,,,,VBEW / BDEW,1.0,,
